Rank Name Score Finish Time Q1 (2) Q2 (4) Q3 (5) Q4 (6)
278|viktor_shv|17|0:59:13|0:02:26|0|0:06:36|0|0:53:22|1|0:54:13|0|
279|gcasd001-e|17|0:59:17|0:01:06|0|0:05:03|0|0:27:34|0|0:49:17|2|
280|InTiMiDaToR|17|0:59:18|0:06:49|0|0:05:29|1|0:49:18|0|0:27:42|1|
281|v1dhn|17|0:59:20|0:07:50|0|0:22:15|0|0:59:20|0|0:56:10|0|
282|ke_qing|17|0:59:40|0:01:46|0|0:06:06|0|0:37:52|2|0:44:40|1|
283|dd2307|17|0:59:40|0:01:22|0|0:05:02|1|0:18:19|0|0:44:40|2|
284|wjli|17|0:59:50|0:01:38|0|0:06:04|2|0:24:54|2|0:39:50|0|
285|tushar_dalmia|17|0:59:51|0:03:54|0|0:34:12|1|0:52:50|0|0:54:51|0|
286|fpeterfalvi|17|1:00:01|0:04:36|0|0:06:22|1|0:24:35|0|0:50:01|1|
287|abhinavsharma2k19|17|1:00:20|0:04:27|0|0:13:46|1|0:49:27|0|0:55:20|0|
288|Sambhav-Jain|17|1:00:22|0:02:18|0|0:07:04|1|0:33:04|1|0:50:22|0|
289|jangramanju|17|1:00:23|0:05:31|0|0:27:07|0|0:51:32|0|1:00:23|0|
290|phungthienphuoc|17|1:00:25|0:04:10|0|0:07:02|0|0:25:52|0|0:55:25|1|
291|SkylerTsai|17|1:00:29|0:02:01|0|0:09:26|0|0:40:54|2|0:50:29|0|
292|qian-shu-f|17|1:00:34|0:01:06|0|0:09:30|1|0:27:05|0|0:55:34|0|
293|nikkipriya78|17|1:00:42|0:57:43|0|0:58:41|0|0:59:48|0|1:00:42|0|
294|viraj_vrj|17|1:00:42|0:03:45|0|0:21:21|1|0:37:52|0|0:55:42|0|
295|yolo12345|17|1:01:03|0:16:56|0|0:15:56|1|0:40:41|1|0:51:03|0|
296|Ruchi_binayake|17|1:01:04|0:05:57|0|0:15:44|0|0:45:24|0|0:51:04|2|
297|m2h1b8|17|1:01:23|0:05:15|0|0:12:36|1|0:36:59|0|0:56:23|0|
298|Amrit_raj_7654|17|1:01:34|0:05:52|0|0:14:11|1|0:49:12|0|0:56:34|0|
299|adtmr208|17|1:01:37|0:02:27|0|0:06:27|1|0:34:08|2|0:46:37|0|
300|_aka5h|17|1:01:38|0:02:39|0|0:14:13|1|0:31:42|0|0:51:38|1|
301|mikeac|17|1:01:44|0:01:00|0|0:21:35|1|0:43:48|0|0:51:44|1|
302|CuteTN|17|1:01:44|0:03:16|0|0:08:12|0|0:20:01|0|0:56:44|1|
303|thedude7181|17|1:01:45|0:10:11|0|0:09:15|1|0:25:56|1|0:46:45|1|
304|user8557|17|1:01:47|0:01:24|0|0:05:20|1|0:23:44|0|0:51:47|1|
305|divine21|17|1:02:13|0:01:34|0|0:07:00|1|0:30:09|0|0:57:13|0|
306|Harsh1610|17|1:02:18|0:01:59|0|0:07:22|2|0:21:17|0|0:47:18|1|
307|LittleXi|17|1:02:24|0:05:36|0|0:04:25|0|0:19:44|0|0:52:24|2|
308|jeyan_s|17|1:02:25|0:01:44|0|0:06:24|0|0:32:08|0|1:02:25|0|
309|Grind_Like_GM|17|1:02:27|0:02:02|0|0:21:29|1|0:36:53|0|0:52:27|1|
310|Sundae2608|17|1:02:28|0:06:49|0|0:10:41|1|0:42:02|0|0:57:28|0|
311|aniket_D_Law|17|1:02:30|0:06:13|1|0:37:48|0|0:45:56|0|0:57:30|0|
312|lovy4200|17|1:02:30|0:06:28|0|0:26:58|0|0:57:11|0|1:02:30|0|
313|subcrip|17|1:02:35|0:30:41|0|0:33:46|0|0:47:35|3|0:29:22|0|
314|mittaludit236|17|1:02:40|0:04:37|0|0:10:10|0|0:46:16|0|1:02:40|0|
315|tintinnitin|17|1:02:47|0:03:17|0|0:38:06|2|0:47:59|0|0:52:47|0|
316|juruoer|17|1:02:48|0:01:08|0|0:06:18|1|0:40:05|0|0:57:48|0|
317|wangtaoking1|17|1:02:55|0:01:37|0|0:07:04|0|0:29:33|0|1:02:55|0|
318|magzybogues|17|1:02:57|0:01:27|0|0:06:36|2|0:36:08|0|0:52:57|0|
319|tytryttytyyty|17|1:03:00|0:07:07|0|0:13:29|0|0:42:21|0|0:53:00|2|
320|animesh_2403|17|1:03:05|0:02:04|0|0:04:21|0|0:43:27|0|1:03:05|0|
321|abhishekashj|17|1:03:07|0:11:41|0|0:19:22|2|0:48:08|0|0:53:07|0|
322|li-xiang-zhu-yi-zhe-u|17|1:03:07|0:02:11|0|0:06:46|0|0:16:40|0|0:48:07|3|
323|CatMachina|17|1:03:11|0:04:36|0|0:09:07|1|0:19:43|0|0:53:11|1|
324|harshabambu2|17|1:03:11|0:17:33|0|0:24:57|2|0:49:55|0|0:53:11|0|
325|imabhiiiiiii|17|1:03:25|0:24:31|0|0:28:20|0|0:45:47|0|1:03:25|0|
326|BHUVAN01111|17|1:03:25|0:09:12|0|0:26:18|1|0:51:40|0|0:58:25|0|
327|harsh-y|17|1:03:27|0:03:44|0|0:12:06|1|0:44:46|0|0:58:27|0|
328|Arnav_63638|17|1:03:36|0:04:35|0|0:09:16|1|0:58:36|0|0:33:37|0|
329|anupam_ghosh|17|1:03:44|0:03:01|0|0:06:54|1|0:18:06|0|0:58:44|0|
330|niyander|17|1:03:46|0:15:44|0|0:22:59|0|0:45:18|0|0:58:46|1|
331|scotchtape|17|1:03:59|0:03:23|0|0:07:54|0|0:25:58|0|0:48:59|3|
332|4645-5|17|1:04:07|0:01:46|0|0:06:02|1|0:48:34|0|0:59:07|0|
333|pixelPirate|17|1:04:12|0:03:15|0|0:14:29|1|0:51:35|0|0:59:12|0|
334|Java_Script_Coder|17|1:04:23|1:04:23|0|1:02:07|0|1:01:03|0|0:59:11|0|
335|Stratonov16|17|1:04:24|0:05:02|0|0:16:45|1|0:47:35|0|0:59:24|0|
336|A_Le_K|17|1:04:29|0:05:44|0|0:04:33|1|0:59:29|0|0:21:25|0|
337|shi-yao-du-bu-shi|17|1:04:44|0:30:42|0|0:35:20|0|0:56:13|0|1:04:44|0|
338|zen-i2osalind|17|1:04:47|0:02:02|0|0:07:45|0|0:19:13|0|1:04:47|0|
339|akg7227|17|1:04:56|0:02:19|0|0:05:51|1|0:30:22|0|0:59:56|0|
340|flamboyant-i2aman7jl|17|1:05:02|0:01:14|0|0:03:45|0|0:16:18|0|1:00:02|1|
341|demoralizer_01|17|1:05:02|0:58:45|0|1:00:02|1|0:56:50|0|0:55:51|0|
342|GhostAvenger|17|1:05:11|1:05:11|0|1:04:34|0|1:01:16|0|0:58:37|0|
343|drknzz|17|1:05:19|0:11:53|0|0:10:46|0|0:31:43|0|1:00:19|1|
344|wisdompeak|17|1:05:21|0:01:49|0|0:05:27|1|0:36:08|0|1:00:21|0|
345|rmsa_07|17|1:05:26|0:01:38|0|0:10:39|1|0:28:52|0|0:55:26|1|
346|defier|17|1:05:26|0:04:37|0|0:32:50|1|1:00:26|0|0:25:40|0|
347|iilj|17|1:05:33|0:01:48|0|0:07:45|1|0:22:49|0|1:00:33|0|
348|vkSzQ9LlkB|17|1:05:33|0:01:15|0|0:06:10|1|0:22:19|0|0:55:33|1|
349|samitdas03|17|1:05:34|0:01:54|0|0:06:48|0|0:30:45|0|1:05:34|0|
350|biggest_fw|17|1:05:40|0:26:45|0|0:28:55|1|0:26:29|0|0:50:40|2|
351|atulpatel_03|17|1:05:42|0:02:12|0|0:15:16|1|0:51:13|0|0:55:42|1|
352|i_am_a_bot|17|1:05:43|0:55:43|1|0:54:28|1|0:49:26|0|0:18:32|0|
353|Kashyap2626|17|1:05:49|0:03:56|0|0:15:07|0|0:56:03|0|1:05:49|0|
354|CyanRook|17|1:06:01|0:05:08|1|0:04:21|0|0:36:56|0|0:56:01|1|
355|regain0001|17|1:06:05|1:01:05|0|1:00:19|0|0:56:17|0|0:42:55|1|
356|aadi_2k2|17|1:06:06|0:03:23|0|0:09:42|0|0:49:24|1|1:01:06|0|
357|lan-u4|17|1:06:07|0:01:27|0|0:09:01|1|0:47:10|0|0:56:07|1|
358|8symbols|17|1:06:13|0:01:29|0|0:04:17|0|0:16:59|0|1:06:13|0|
359|anikateKoul|17|1:06:15|0:02:17|0|0:05:54|1|0:45:44|1|0:56:15|0|
360|santanusingha1424|17|1:06:18|0:26:47|0|0:33:37|0|0:57:18|0|1:06:18|0|
361|divyansh_7310|17|1:06:25|0:01:44|0|0:04:50|0|0:21:18|0|1:01:25|1|
362|_Sagittarius_|17|1:06:32|0:01:48|0|0:06:27|0|0:41:25|0|1:06:32|0|
363|21r01a05f4|17|1:06:35|0:04:35|0|0:15:16|0|0:46:01|3|0:51:35|0|
364|henrychienhy|17|1:06:36|0:04:05|0|0:16:50|2|0:42:54|0|0:56:36|0|
365|theabhaymalvi|17|1:06:38|0:01:48|0|0:08:12|1|0:39:26|1|0:56:38|0|
366|tyghvh|17|1:06:46|0:04:08|0|0:23:42|3|0:37:14|0|0:51:46|0|
367|Owase301|17|1:06:50|0:01:40|0|0:05:23|0|0:23:03|0|0:56:50|2|
368|prem_sp|17|1:06:55|0:04:32|0|0:07:39|0|0:31:58|0|1:01:55|1|
369|abhay_adm|17|1:06:55|0:01:59|0|0:17:46|1|0:46:16|0|0:56:55|1|
370|N_E_E_R_A_J|17|1:06:57|0:02:29|0|0:06:36|1|0:29:27|0|1:01:57|0|
371|abhi32104409|17|1:06:59|0:04:12|0|0:22:31|1|0:54:40|0|1:01:59|0|
372|Sanyasi|17|1:07:17|0:03:46|0|0:11:31|1|1:02:17|0|0:48:39|0|
373|pathakkmehul|17|1:07:18|0:06:21|0|0:32:48|3|0:42:50|0|0:52:18|0|
374|shi-shi-kan-m|17|1:07:21|0:01:24|0|0:07:54|0|0:45:40|0|1:07:21|0|
375|ann-oa|17|1:07:25|0:14:52|0|0:17:42|0|0:12:44|0|0:57:25|2|
376|ajingo|17|1:07:26|0:01:46|0|0:06:44|1|0:20:42|0|0:57:26|1|
377|_selfish_ico|17|1:07:32|0:03:43|0|0:14:23|0|1:07:32|0|1:06:27|0|
378|chaitanyanand|17|1:07:42|0:04:04|0|0:09:03|1|0:44:09|0|1:02:42|0|
379|_6174_P|17|1:07:44|0:30:55|0|0:54:00|1|0:48:05|0|1:02:44|0|
380|ctnya_8135|17|1:07:45|0:02:07|0|0:06:49|0|0:16:54|0|1:02:45|1|
381|darkflameace97|17|1:07:49|0:23:27|0|0:40:11|0|0:45:54|0|1:07:49|0|
382|zinchse|17|1:07:54|0:01:50|0|0:07:12|0|0:31:09|1|0:57:54|1|
383|sy03|17|1:08:01|0:45:41|0|0:48:01|1|0:43:24|2|0:11:27|1|
384|mipha-2022|17|1:08:07|0:47:24|0|0:48:00|0|0:48:41|0|1:03:07|1|
385|cheben|17|1:08:08|1:08:08|0|1:06:43|0|0:59:47|0|0:26:40|0|
386|silly-paninindo|17|1:08:11|0:01:06|0|0:02:47|0|0:50:04|1|1:03:11|0|
387|cheng-liang-yu|17|1:08:12|0:00:47|0|0:03:18|0|0:45:23|1|0:58:12|1|
388|prabhakarahj|17|1:08:13|0:31:26|0|0:34:52|1|0:52:26|0|1:03:13|0|
389|beginner_rudra|17|1:08:16|0:06:36|0|0:14:25|1|0:48:37|0|1:03:16|0|
390|kronocodes2|17|1:08:17|0:02:03|0|0:14:38|1|1:03:17|0|1:00:04|0|
391|vassu118|17|1:08:17|0:18:27|1|0:16:35|2|0:29:10|0|0:43:17|2|
392|uncle_bob|17|1:08:23|0:05:10|0|0:09:00|0|0:45:16|2|0:58:23|0|
393|bhavyas_|17|1:08:25|0:02:25|0|0:11:17|0|1:08:25|0|0:58:39|0|
394|reilu|17|1:08:30|0:06:56|0|0:24:38|1|0:35:58|0|1:03:30|0|
395|aryansanghi008|17|1:08:31|0:01:50|0|0:16:14|1|0:45:09|0|0:58:31|1|
396|Sandy_95|17|1:08:34|0:03:05|0|0:13:08|0|0:46:34|0|1:08:34|0|
397|MeAtharva|17|1:08:35|0:02:27|0|0:26:16|3|0:40:41|0|0:53:35|0|
398|priyanshu_triv|17|1:08:37|0:01:37|0|0:15:43|1|0:32:17|0|0:58:37|1|
399|Jay_1410|17|1:08:44|0:05:39|0|0:17:16|0|1:08:44|0|1:03:36|0|
400|sujo_21|17|1:08:47|0:02:15|0|0:10:18|1|0:40:59|0|1:03:47|0|
401|bogo|17|1:08:56|0:34:20|1|0:33:43|1|0:53:56|0|0:28:54|1|
402|bwfdodolo|17|1:09:02|0:01:48|0|0:19:09|2|0:55:41|0|0:59:02|0|
403|rohit_new_0402|17|1:09:06|0:06:30|0|0:23:24|1|1:04:06|0|1:02:56|0|
404|user1186k|17|1:09:24|0:51:39|0|0:50:31|1|0:59:24|1|0:12:22|0|
405|tyagibhavya|17|1:09:26|0:03:54|0|0:29:30|1|0:50:13|0|1:04:26|0|
406|naweeth03|17|1:09:28|0:10:22|0|0:12:46|0|1:07:26|0|1:09:28|0|
407|ultra_vegito|17|1:09:33|0:03:35|0|0:10:51|1|0:49:56|0|0:59:33|1|
408|Competitive_Sid|17|1:09:34|0:02:40|0|0:09:47|1|0:53:56|0|1:04:34|0|
409|bugdone|17|1:09:40|0:01:31|0|0:04:46|0|0:27:48|0|1:09:40|0|
410|pSydak143|17|1:09:44|0:01:51|0|0:19:16|0|0:53:16|0|1:09:44|0|
411|sham_bhavii__|17|1:09:52|0:01:39|0|0:05:14|1|0:28:38|0|1:04:52|0|
412|pbshayar|17|1:09:56|0:01:29|0|0:07:38|1|0:33:08|0|0:54:56|2|
413|hanbro0112|17|1:09:57|0:03:23|0|0:07:23|0|0:16:26|0|1:04:57|1|
414|heuristic-ishizaka6dx|17|1:10:00|0:02:32|0|0:08:32|0|0:27:50|0|1:05:00|1|
415|Random_Something|17|1:10:04|0:06:46|0|0:05:47|1|0:26:04|0|1:05:04|0|
416|_akshay_1299_|17|1:10:08|0:14:16|0|0:26:15|2|0:41:10|0|1:00:08|0|
417|mhasan01|17|1:10:09|0:01:23|0|0:04:18|0|0:13:48|0|0:55:09|3|
418|22501a05g7|17|1:10:10|0:05:17|0|0:25:36|3|0:47:28|0|0:55:10|0|
419|geek-hoo|17|1:10:12|0:00:56|0|0:11:42|1|0:52:00|0|1:05:12|0|
420|mytheus|17|1:10:18|0:02:44|0|0:07:55|2|0:53:06|0|0:55:18|1|
421|ntchung1998|17|1:10:43|0:02:52|0|0:22:43|2|0:45:51|0|1:00:43|0|
422|blackspade212|17|1:10:44|0:03:29|0|0:07:39|1|0:43:56|0|1:05:44|0|
423|nnks8908|17|1:10:46|0:06:48|1|0:06:10|0|0:38:53|0|1:05:46|0|
424|yashraj_prasad|17|1:10:50|0:19:56|0|0:23:01|0|0:59:07|1|1:05:50|0|
425|oneq|17|1:10:52|0:01:12|0|0:08:36|1|0:28:30|0|1:05:52|0|
426|swapnil_09|17|1:10:53|0:14:36|0|0:17:30|0|0:44:20|0|0:55:53|3|
427|saket_1|17|1:10:59|0:16:05|0|0:31:28|3|0:55:59|0|0:53:23|0|
428|admiring-matsumotomgs|17|1:11:03|0:03:34|0|0:02:36|1|0:30:54|0|1:06:03|0|
429|pushkar27mah|17|1:11:08|0:02:00|0|0:08:12|1|0:29:41|0|1:01:08|1|
430|rachit_17|17|1:11:13|0:03:10|0|0:15:26|2|0:46:31|0|1:01:13|0|
431|shaurya024|17|1:11:21|0:06:59|0|0:06:52|1|0:29:42|0|1:06:21|0|
432|yfliu017258|17|1:11:23|0:01:45|0|0:09:07|1|0:22:55|0|1:01:23|1|
433|sunil1906|17|1:11:25|0:01:42|0|0:08:07|1|0:22:30|0|0:56:25|2|
434|Codershunt1311|17|1:11:31|0:18:39|0|0:20:26|0|0:47:22|0|1:06:31|1|
435|user9027UH|17|1:11:34|0:59:17|1|1:00:54|0|0:57:39|0|1:01:34|1|
436|woaixuexi-6|17|1:11:37|0:00:54|0|0:07:44|1|0:22:27|0|0:56:37|2|
437|pavinanaicker|17|1:11:41|0:08:34|1|0:32:37|3|0:44:28|0|0:51:41|0|
438|charankumarudayagiri|17|1:11:41|0:02:10|0|0:06:54|0|0:20:33|0|1:06:41|1|
439|votrubac|17|1:11:42|0:04:16|0|0:07:20|1|0:25:10|0|1:01:42|1|
440|dynamo89|17|1:11:44|0:05:57|0|0:23:55|2|0:49:34|0|1:01:44|0|
441|LTDigor|17|1:11:48|0:02:50|0|0:06:32|3|0:27:50|0|0:51:48|1|
442|Parthk99|17|1:11:49|0:02:34|0|0:11:06|1|0:43:43|0|1:06:49|0|
443|memezAreDreamz|17|1:11:52|0:03:30|0|0:06:42|1|0:44:38|1|0:56:52|1|
444|faizanhussain2310|17|1:11:53|0:01:52|0|0:06:21|0|0:42:00|1|1:06:53|0|
445|kexp|17|1:11:56|0:02:03|0|0:11:58|0|0:53:41|0|1:11:56|0|
446|destiny-god|17|1:11:57|0:02:08|0|0:13:14|1|0:33:30|0|1:06:57|0|
447|AGRAZ030|17|1:12:00|0:01:26|0|0:15:19|1|0:28:38|0|1:02:00|1|
448|raydiation0312|17|1:12:03|0:07:40|0|0:07:27|2|0:43:44|0|0:57:03|1|
449|tommix626|17|1:12:07|0:05:08|0|0:10:03|1|0:39:47|0|1:02:07|1|
450|code_l_m|17|1:12:14|0:02:30|0|0:08:43|1|1:07:14|0|0:43:57|0|
451|prathambansal21103105|17|1:12:16|0:01:34|0|0:08:16|2|0:37:07|0|1:02:16|0|
452|chen-chao-jie-|17|1:12:16|0:29:52|0|0:31:02|1|0:29:35|0|1:02:16|1|
453|scarlet-hb|17|1:12:25|0:01:05|0|0:06:04|1|0:25:19|0|0:57:25|2|
454|DarklyDope|17|1:12:25|0:03:37|0|0:37:13|2|0:50:05|0|1:02:25|0|
455|richweiwei|17|1:12:25|0:02:08|0|0:08:02|1|0:35:38|1|0:57:25|1|
456|vivekchiragshah2004|17|1:12:36|0:03:27|1|0:18:10|2|0:56:45|0|0:57:36|0|
457|WRWRW|17|1:12:41|0:02:29|0|0:05:40|0|0:27:53|1|1:02:41|1|
458|turtleman271|17|1:12:41|0:02:22|0|0:09:30|0|0:46:12|0|1:12:41|0|
459|Bololo|17|1:12:53|0:04:40|1|0:14:34|0|0:54:30|0|1:07:53|0|
460|AyuAnchor|17|1:12:54|0:01:48|0|0:08:41|1|0:19:57|0|1:02:54|1|
461|Malay_28|17|1:12:58|0:02:49|0|0:14:43|1|0:48:19|1|1:02:58|0|
462|asour|17|1:13:12|0:01:45|0|0:09:12|1|0:37:44|0|1:03:12|1|
463|fakrrid|17|1:13:23|0:05:08|0|0:18:27|1|1:07:03|0|1:08:23|0|
464|magic_rubik|17|1:13:32|0:00:52|0|0:05:16|1|0:32:44|1|0:53:32|2|
465|sahild2003|17|1:13:39|1:13:39|0|1:13:18|0|1:12:55|0|1:10:50|0|
466|hungt1|17|1:13:39|0:05:13|0|0:14:08|2|0:53:30|0|1:03:39|0|
467|rain-sure|17|1:13:42|0:01:04|0|0:04:05|1|0:31:49|0|1:03:42|1|
468|jo7p|17|1:13:48|0:08:15|1|0:06:26|0|0:24:35|0|1:03:48|1|
469|xi-jun-xiao-zi|17|1:13:56|0:01:21|0|0:03:36|0|1:13:56|0|1:01:37|0|
470|Yedigebeast|17|1:14:00|0:01:37|0|0:13:00|1|0:31:41|0|0:59:00|2|
471|user9557Mg|17|1:14:00|1:08:16|0|1:09:00|1|1:08:07|0|1:07:59|0|
472|Ayush_721|17|1:14:05|0:01:45|0|0:10:10|1|0:47:35|1|1:04:05|0|
473|vikash439|17|1:14:13|0:06:25|1|0:18:11|1|0:53:34|0|1:04:13|0|
474|_harshit_gupta|17|1:14:19|0:02:05|0|0:10:33|1|0:46:25|0|1:09:19|0|
475|D4C_Love_Train|17|1:14:26|0:05:28|0|0:11:58|0|0:40:23|0|1:14:26|0|
476|cwallisch|17|1:14:26|0:03:46|0|0:10:03|0|0:41:09|0|1:14:26|0|
477|unknown_fella|17|1:14:27|0:01:48|0|0:06:51|1|0:39:54|1|0:59:27|1|
478|HumbleRobo|17|1:14:34|0:01:36|0|0:08:18|0|0:53:14|2|1:04:34|0|
479|Aniket_Kumar1907|17|1:14:46|0:07:00|1|0:11:48|1|0:47:29|0|1:04:46|0|
480|user0855et|17|1:14:47|0:24:15|3|0:34:20|0|0:55:51|0|0:59:47|0|
481|huntermarchi17_03|17|1:14:50|0:22:17|0|0:32:12|3|0:40:03|0|0:59:50|0|
482|adityaraj_19|17|1:14:53|0:04:14|0|0:15:54|1|0:53:45|0|1:09:53|0|
483|dhruv_g|17|1:14:54|0:02:16|0|0:09:45|1|0:55:52|0|1:04:54|1|
484|bikcrombiswas1234|17|1:14:59|0:02:13|0|0:12:45|1|0:46:31|0|1:09:59|0|
485|syx1994|17|1:15:03|0:01:29|0|0:11:27|0|0:38:06|0|1:15:03|0|
486|runtime-terror_63|17|1:15:07|0:07:56|2|0:14:31|0|0:41:31|0|0:55:07|2|
487|pranjal_trvd|17|1:15:08|0:03:38|0|0:08:27|1|1:05:08|0|1:00:59|1|
488|rushi_mungse|17|1:15:08|0:04:48|0|0:12:41|1|0:52:56|1|1:05:08|0|
489|Asdifer|17|1:15:13|0:01:43|0|0:16:19|1|1:00:13|2|0:50:54|0|
490|21Arka2002|17|1:15:14|0:07:12|1|0:19:16|2|0:45:49|0|1:00:14|0|
491|shekharryadav|17|1:15:14|0:02:19|0|0:08:03|1|0:54:53|0|1:05:14|1|
492|The_Faizan111|17|1:15:19|0:03:23|0|0:30:54|1|0:58:13|0|1:05:19|1|
493|20240502.unstopabledax|17|1:15:21|0:02:55|0|0:36:44|2|1:02:26|0|1:05:21|0|
494|non_deterministic|17|1:15:24|0:03:01|0|0:04:59|0|1:00:24|0|0:50:34|3|
495|HackedAgain|17|1:15:27|0:02:31|0|0:09:13|0|0:44:16|0|1:10:27|1|
496|qwerty_075|17|1:15:28|0:23:19|0|0:36:28|1|0:57:17|1|1:00:28|1|
497|sanket_404|17|1:15:28|1:00:59|0|1:15:28|0|1:10:13|0|1:03:54|0|
498|digvijaysingh6662|17|1:15:29|0:03:28|0|0:08:19|0|1:05:03|0|1:10:29|1|
499|ahimawan|17|1:15:31|0:02:22|0|0:07:19|1|0:26:28|0|1:10:31|0|
500|SamyajitDas|17|1:15:32|0:02:49|0|0:09:44|1|0:51:44|0|1:10:32|0|
501|codman_1|17|1:15:46|0:01:31|0|0:11:18|0|1:05:46|2|0:57:34|0|
502|Nghviet|17|1:15:50|0:04:57|0|0:10:55|1|0:44:45|0|1:10:50|0|
503|ecstatic-diffieb2s|17|1:15:55|0:01:52|0|0:17:12|1|0:41:40|0|1:05:55|1|
504|blue_diam0nd01|17|1:16:02|0:05:04|0|0:13:20|1|0:46:31|1|1:06:02|0|
505|rohinth076|17|1:16:05|0:02:16|0|0:07:28|1|0:40:58|0|1:06:05|1|
506|yaiba_187|17|1:16:06|0:02:31|0|0:07:11|1|0:30:36|2|1:01:06|0|
507|ankan2526|17|1:16:08|0:06:15|0|0:05:15|0|0:22:36|0|1:06:08|2|
508|akramshafeek|17|1:16:14|0:03:40|0|0:07:10|1|0:28:35|0|1:06:14|1|
509|soyashish2001_|17|1:16:14|0:07:02|0|0:24:46|3|0:50:30|0|1:01:14|0|
510|anthonyzhang|17|1:16:16|0:01:21|0|0:04:55|0|0:27:40|0|1:11:16|1|
511|garima_singh_gryffindor|17|1:16:18|0:22:38|1|0:32:21|0|1:11:18|0|0:59:42|0|
512|funny-parekbz|17|1:16:22|0:09:23|1|0:08:22|1|0:27:19|0|1:06:22|0|
513|buptzsc1|17|1:16:23|0:10:50|0|0:15:49|0|0:42:03|1|1:11:23|0|
514|kunal_91|17|1:16:23|0:03:21|0|0:09:17|1|0:33:11|0|1:06:23|1|
515|mjcoder|17|1:16:24|0:04:06|0|0:12:59|1|0:55:35|0|1:11:24|0|
516|smalukav|17|1:16:32|0:01:39|0|0:05:04|0|0:27:07|0|1:06:32|2|
517|Maulik_Thakkar|17|1:16:34|0:03:21|0|0:07:51|1|0:29:25|0|1:06:34|1|
518|Rohith_Goud|17|1:16:36|0:06:36|0|0:12:20|1|0:29:02|0|1:06:36|1|
519|etian6795|17|1:16:36|0:01:20|0|0:07:38|1|0:29:33|0|1:01:36|2|
520|Rucaco|17|1:16:41|0:01:33|0|0:06:00|1|0:39:49|1|1:01:41|1|
521|Changron|17|1:16:43|0:01:56|0|0:05:51|0|0:50:00|0|1:16:43|0|
522|snehilthakur21|17|1:16:45|0:01:26|0|0:18:47|0|0:41:49|0|1:16:45|0|
523|20481A5432|17|1:16:46|0:04:14|0|0:17:05|0|1:00:08|0|1:16:46|0|
524|Roll_Num_44|17|1:16:51|0:11:51|0|0:26:15|5|0:39:38|0|0:51:51|0|
525|FullMetalChains|17|1:17:00|0:05:57|0|0:04:22|1|0:45:56|1|1:02:00|1|
526|a0920732333|17|1:17:00|0:03:15|0|0:05:59|1|0:43:09|1|1:07:00|0|
527|Homie_Lander7|17|1:17:01|0:22:29|0|0:27:15|1|0:42:20|0|1:07:01|1|
528|ka_ush|17|1:17:01|0:10:18|1|0:08:19|1|0:40:54|0|1:02:01|1|
529|jeremyzhang96|17|1:17:02|0:00:54|0|0:05:19|0|0:29:51|0|1:17:02|0|
530|Dark_World28|17|1:17:05|0:03:26|0|0:06:37|1|0:49:56|0|1:07:05|1|
531|tusharpahuja07|17|1:17:12|0:03:44|0|0:09:25|0|0:51:06|2|1:07:12|0|
532|Ronak_Ramuka|17|1:17:12|0:08:01|0|0:07:12|0|0:52:11|0|1:17:12|0|
533|White__Fang|17|1:17:13|0:02:52|0|0:09:25|0|0:32:39|0|1:07:13|2|
534|Vansh_Kapila|17|1:17:15|0:01:45|0|0:05:26|0|1:01:29|2|1:07:15|0|
535|vanshsuneja_|17|1:17:15|0:03:33|0|0:21:36|1|1:08:21|0|1:12:15|0|
536|sabka_bwb|17|1:17:16|0:01:37|0|0:05:07|1|0:35:02|0|1:07:16|1|
537|b0mb4rdi3r|17|1:17:17|0:25:27|0|0:25:19|0|0:25:05|0|1:12:17|1|
538|AtulKeshari|17|1:17:18|1:12:18|0|1:10:00|0|0:52:48|0|1:03:59|1|
539|Arjun_Yadav02|17|1:17:21|0:57:00|0|0:57:40|0|0:55:43|0|1:12:21|1|
540|ZORO--|17|1:17:23|0:52:16|0|0:52:45|0|0:53:18|0|1:12:23|1|
541|gharshini123|17|1:17:28|0:13:41|0|1:00:48|0|1:17:28|0|1:13:51|0|
542|cgmaster25|17|1:17:32|0:03:27|0|0:09:13|1|0:48:14|0|1:12:32|0|
543|rushiiisb|17|1:17:32|0:54:53|0|0:52:23|0|1:17:32|0|1:05:07|0|
544|saidinesh01|17|1:17:38|0:05:42|0|0:28:28|2|0:48:05|0|1:07:38|0|
545|utkarsh_s_sood|17|1:17:39|0:02:43|0|0:10:27|1|0:51:03|0|1:12:39|0|
546|kaarti_22|17|1:17:40|0:03:02|0|0:08:42|1|0:55:44|0|1:12:40|0|
547|untiled|17|1:17:41|0:07:26|0|0:07:23|0|0:53:28|0|1:17:41|0|
548|dennis753951|17|1:17:49|0:27:14|0|0:26:59|2|0:24:33|0|1:07:49|0|
549|fr08|17|1:17:55|0:10:01|0|0:20:42|0|1:06:31|0|1:17:55|0|
550|xil899|17|1:17:58|0:04:13|0|0:06:24|0|0:51:29|0|1:17:58|0|
551|yabanci|17|1:18:00|0:01:25|0|0:05:08|1|0:40:40|0|1:03:00|2|
552|AdityaDargan|17|1:18:03|0:04:11|0|0:15:10|0|0:42:37|1|1:08:03|1|
553|BitWizz|17|1:18:04|0:02:15|0|0:06:34|2|0:48:14|0|1:08:04|0|
554|log1|17|1:18:08|0:06:25|1|0:10:07|0|0:42:02|0|1:13:08|0|
